ts,Open,High,Low,Close,Volume
2026-06-01 09:05:00+00:00,7615.75,7616.0,7615.0,7615.5,298
2026-06-01 09:06:00+00:00,7615.25,7615.5,7613.5,7613.5,425
2026-06-01 09:07:00+00:00,7613.5,7614.0,7613.5,7614.0,190
2026-06-01 09:08:00+00:00,7613.75,7614.0,7612.25,7612.5,278
2026-06-01 09:09:00+00:00,7612.25,7613.5,7612.25,7613.25,107
2026-06-01 09:10:00+00:00,7613.25,7614.25,7613.0,7613.75,231
2026-06-01 09:11:00+00:00,7613.5,7614.0,7613.25,7614.0,125
2026-06-01 09:12:00+00:00,7613.75,7613.75,7612.75,7612.75,114
2026-06-01 09:13:00+00:00,7612.75,7613.25,7612.0,7612.5,223
2026-06-01 09:14:00+00:00,7612.5,7612.75,7611.5,7612.0,274
2026-06-01 09:15:00+00:00,7612.0,7612.75,7611.75,7612.25,234
2026-06-01 09:16:00+00:00,7612.5,7612.75,7611.75,7612.5,137
2026-06-01 09:17:00+00:00,7612.5,7613.75,7612.5,7613.75,119
2026-06-01 09:18:00+00:00,7613.5,7613.75,7613.0,7613.5,139
2026-06-01 09:19:00+00:00,7613.25,7613.75,7613.25,7613.5,87
2026-06-01 09:20:00+00:00,7613.5,7613.5,7612.5,7612.5,156
2026-06-01 09:21:00+00:00,7612.5,7613.0,7612.5,7613.0,145
2026-06-01 09:22:00+00:00,7612.75,7612.75,7612.5,7612.75,80
2026-06-01 09:23:00+00:00,7612.5,7612.5,7611.25,7611.5,173
2026-06-01 09:24:00+00:00,7611.75,7612.5,7611.75,7612.25,106
2026-06-01 09:25:00+00:00,7612.25,7612.25,7611.0,7611.75,196
2026-06-01 09:26:00+00:00,7612.0,7612.25,7611.5,7612.0,80
2026-06-01 09:27:00+00:00,7612.0,7612.75,7611.75,7611.75,106
2026-06-01 09:28:00+00:00,7612.0,7612.0,7611.5,7612.0,103
2026-06-01 09:29:00+00:00,7612.25,7612.75,7611.75,7612.25,139
2026-06-01 09:30:00+00:00,7612.25,7612.25,7611.25,7611.75,100
2026-06-01 09:31:00+00:00,7612.0,7612.25,7611.5,7611.5,146
2026-06-01 09:32:00+00:00,7611.5,7612.0,7611.5,7611.5,72
2026-06-01 09:33:00+00:00,7611.75,7612.25,7611.75,7612.25,112
2026-06-01 09:34:00+00:00,7612.25,7612.75,7611.75,7612.5,182
2026-06-01 09:35:00+00:00,7612.75,7612.75,7612.25,7612.25,118
2026-06-01 09:36:00+00:00,7612.25,7612.25,7611.25,7611.75,329
2026-06-01 09:37:00+00:00,7611.5,7612.75,7611.5,7612.0,293
2026-06-01 09:38:00+00:00,7612.25,7612.75,7612.0,7612.5,438
2026-06-01 09:39:00+00:00,7612.75,7613.0,7611.0,7612.0,339
2026-06-01 09:40:00+00:00,7611.75,7612.0,7611.5,7611.75,113
2026-06-01 09:41:00+00:00,7611.75,7612.5,7611.75,7612.25,151
2026-06-01 09:42:00+00:00,7612.25,7612.25,7611.75,7612.0,80
2026-06-01 09:43:00+00:00,7612.0,7612.5,7611.5,7612.5,102
2026-06-01 09:44:00+00:00,7612.75,7612.75,7612.0,7612.25,112
2026-06-01 09:45:00+00:00,7612.0,7612.25,7612.0,7612.0,44
2026-06-01 09:46:00+00:00,7612.0,7612.0,7611.5,7611.5,131
2026-06-01 09:47:00+00:00,7611.5,7611.75,7611.25,7611.5,295
2026-06-01 09:48:00+00:00,7611.25,7611.75,7611.25,7611.5,178
2026-06-01 09:49:00+00:00,7611.25,7611.75,7610.75,7611.0,284
2026-06-01 09:50:00+00:00,7611.25,7611.25,7609.75,7610.5,278
2026-06-01 09:51:00+00:00,7610.75,7610.75,7609.5,7610.0,243
2026-06-01 09:52:00+00:00,7610.0,7610.25,7609.75,7610.25,151
2026-06-01 09:53:00+00:00,7610.5,7611.0,7610.0,7610.75,170
2026-06-01 09:54:00+00:00,7610.5,7610.75,7609.5,7610.0,173
2026-06-01 09:55:00+00:00,7610.0,7610.25,7609.25,7609.25,85
2026-06-01 09:56:00+00:00,7609.5,7609.5,7609.0,7609.25,138
2026-06-01 09:57:00+00:00,7609.25,7610.25,7609.25,7610.0,427
2026-06-01 09:58:00+00:00,7609.75,7609.75,7609.5,7609.5,133
2026-06-01 09:59:00+00:00,7609.5,7610.0,7609.5,7610.0,78
2026-06-01 10:00:00+00:00,7610.0,7611.25,7610.0,7610.75,321
2026-06-01 10:01:00+00:00,7611.0,7611.0,7610.5,7611.0,95
2026-06-01 10:02:00+00:00,7611.0,7611.25,7610.75,7610.75,111
2026-06-01 10:03:00+00:00,7610.75,7611.0,7610.5,7611.0,136
2026-06-01 10:04:00+00:00,7611.0,7611.5,7610.5,7610.5,174
2026-06-01 10:05:00+00:00,7610.5,7611.0,7610.25,7611.0,135
2026-06-01 10:06:00+00:00,7611.0,7611.0,7610.5,7610.75,126
2026-06-01 10:07:00+00:00,7610.5,7612.0,7610.5,7612.0,125
2026-06-01 10:08:00+00:00,7612.0,7612.75,7612.0,7612.5,145
2026-06-01 10:09:00+00:00,7612.25,7613.0,7612.25,7613.0,99
2026-06-01 10:10:00+00:00,7613.0,7613.75,7613.0,7613.75,210
2026-06-01 10:11:00+00:00,7614.0,7614.75,7613.75,7614.0,196
2026-06-01 10:12:00+00:00,7614.0,7614.5,7614.0,7614.25,112
2026-06-01 10:13:00+00:00,7614.5,7614.5,7613.75,7614.0,152
2026-06-01 10:14:00+00:00,7613.75,7614.25,7613.75,7614.25,164
2026-06-01 10:15:00+00:00,7614.25,7614.75,7614.0,7614.5,127
2026-06-01 10:16:00+00:00,7614.5,7614.75,7614.25,7614.5,116
2026-06-01 10:17:00+00:00,7614.75,7615.0,7614.25,7614.5,77
2026-06-01 10:18:00+00:00,7614.25,7614.25,7613.75,7614.25,54
2026-06-01 10:19:00+00:00,7614.25,7614.25,7613.25,7613.5,141
2026-06-01 10:20:00+00:00,7613.75,7613.75,7613.25,7613.25,290
2026-06-01 10:21:00+00:00,7613.25,7613.75,7612.0,7612.25,268
2026-06-01 10:22:00+00:00,7612.25,7613.0,7612.25,7612.75,140
2026-06-01 10:23:00+00:00,7613.0,7613.75,7612.75,7613.5,66
2026-06-01 10:24:00+00:00,7613.5,7613.5,7613.25,7613.5,40
2026-06-01 10:25:00+00:00,7613.5,7614.25,7613.5,7613.5,97
2026-06-01 10:26:00+00:00,7613.75,7614.0,7613.75,7614.0,31
2026-06-01 10:27:00+00:00,7614.0,7614.5,7613.75,7614.25,74
2026-06-01 10:28:00+00:00,7614.25,7614.25,7614.25,7614.25,54
2026-06-01 10:29:00+00:00,7614.5,7615.25,7614.25,7614.5,208
